,spam,msg_length,msg
3779,0,301,fishrman woke early mrng dark waited amp found sack ful stone strtd throwin thm sea pas time atlast jus stone sun rose amp found tht r nt stone diamond moral dont wake early mrng good night
3780,1,86,claim shopping spree call mobstorequiz ppm
3781,0,23,ur physic get
3782,0,198,dear friend sorry late information today birthday loving ar praveesh detail log face book see number lt gt dont miss delicious treat
3783,0,31,r going send
3784,0,30,online transaction
3785,0,39,dear got train seat mine lower seat
3786,0,98,let know need anything else salad desert something many beer shall get
3787,0,14,wat r u
3788,0,27,whore unbelievable
3789,1,155,want funk ur fone weekly new tone reply tone u text www ringtones co uk original n best tone gbp network operator rate apply
3790,0,69,sure mean get made hold weed
3791,0,157,love know feel make belly warm wish love shall meet dream ahmad adoring kiss
3792,1,156,twinks bear scallies skin jock calling miss weekend fun call p min stop text call nat rate
3793,0,54,love want flood pretty pussy cum
3794,0,39,hey angry reply dr
3795,0,76,short cute good person dont try prove gud noon
3796,0,45,also remember bead come ever
3797,0,144,thread wishlist section forum ppl post nitro request start last page collect bottom
3798,0,180,first time history need comfort luxury sold price india onion r lt gt petrol r lt gt beer r lt gt shesil lt gt
3799,0,165,feb lt gt love u day send dis ur valued frnds evn come back u gt married person u luv u ignore dis u lose ur luv evr
3800,0,61,actually nvm got hella cash still lt gt ish
3801,1,158,tried contact reply offer video handset anytime network min unlimited text camcorder reply call
3802,0,39,ok least armand still around
3803,0,41,da happy sit together na
3804,0,74,yup song bro creative neva test quality said check review online
3805,0,204,dude fake frnds got money thts reffering u u member wit mail link u vl credited lt gt r il getiing lt gt r draw acc wen lt gt r
3806,0,88,dude makin weirdy brownie sister made awesome cooky took pic
3807,1,158,urgent trying contact last weekend draw show prize guaranteed call claim code k valid hour
3808,0,74,pls dont restrict eating anythin like next two day
3809,0,37,mm ask come enough
3810,0,39,funeral home audrey dad
3811,0,35,aight text address
3812,0,43,excellent wish together right
3813,0,42,yep fine ice age
3814,0,37,pls wont belive god jesus
3815,0,30,dunno wat get
3816,0,82,yet chikku k wat abt tht guy stopped irritating msging u
3817,0,32,long take get
3818,0,28,number vivek
3819,1,118,xmas iscoming ur awarded either cd gift voucher free entry r weekly draw txt music tnc
3820,0,55,sorry brah finished last exam
3821,0,67,got arrested possession shit lt time gt pm
3822,0,244,right though give space want need really starting become issue going suggest setting definite move still greece maybe ready
3823,0,24,normal
3824,0,159,please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody
3825,0,159,miss much desparate recorded message left day listen hear sound voice love
3826,0,70,hi always online yahoo would like chat someday
3827,0,57,goodmorning grandfather expired leave today
3828,1,161,congratulation u claim vip row ticket c blu concert november blu gift guaranteed call claim t c www smsco net cost max
3829,0,139,yuou working getting pc mom find spot would work need
3830,0,40,sure see come bit
3831,0,86,agree stop thinkin ipad please ask macho question
3832,0,116,let pool money together buy bunch lotto ticket win get lt gt u get lt gt deal
3833,0,3,ok
3834,0,53,askd u question hour answer
3835,0,42,watching tv lor nice one like lor
3836,0,54,thinking chennai forgot come auction
3837,0,32,come n pick ar
3838,0,30,early bird purchase yet
3839,0,70,went pay rent go bank authorise payment
3840,0,92,erm ill pick pm give enough time get park
3841,0,62,hey mate hows u honey u ave good holiday gimmi de go x
3842,0,72,howz pain come today said ystrday ice medicine
3843,0,142,chile please lt decimal gt hour drive come time subletting feb april audition season
3844,0,85,yes ammae life take lot turn sit try hold steering
3845,0,66,yeah thought lem know anything goin later
3846,0,32,mmmm cant wait lick
3847,0,55,pls go today lt gt dont want excuse
3848,1,161,fantasy football back tv go sky gamestar sky active play k dream team scoring start saturday register sky opt
3849,0,58,plz tell an bslvyl sent via fullonsms com
3850,0,16,u town alone
3851,0,71,looking forward sex cuddling two sleep
3852,0,38,rounder required
3853,0,44,true k u knw dis lt gt
3854,0,77,dont worry day big lambu ji vl come til enjoy batchlor party
3855,0,148,oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh kb lesson tonight
3856,1,151,free msg single find partner area real people waiting chat send chat cncl send stopcs per msg
3857,0,32,ok part tomorrow
3858,0,85,found diff farm shop buy cheese way back call
3859,0,22,r u still working
3860,1,138,win newest harry potter order phoenix book reply harry answer question chance first among reader
3861,0,38,yep like pink furniture tho
3862,1,109,free msg ringtone http tm widelive com index wml id b ecef ff first true jul
3863,0,32,customer place wil cal u sir
3864,1,106,oh god found number glad text back xafter msg cst std ntwk chg
3865,0,198,pure hearted person wonderful smile make even enemy feel guilty enemy catch world smile goodmorning amp smiley sunday
3866,0,102,alrite girl u know gail neva wrong take care sweet worry c u l tr hun love yaxxx
3867,0,44,theoretically yeah could able come
3868,0,42,alright hooked guy
3869,0,61,know people still town
3870,0,43,let math good
3871,0,46,oh ok wait lect havent finish
3872,0,76,yeah usual guy town definitely people around know
3873,0,61,joining today formally pls keep praying talk later
3874,0,74,happy sad one thing past good morning
3875,0,46,multimedia message e mail
3876,0,61,okie scared u say fat u dun wan already
3877,0,22,u get message
3878,0,50,sorry sir call tomorrow senthil hsbc
3879,0,44,need person give na
3880,0,257,left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc lt gt
3881,0,159,hi juan im coming home fri hey course expect welcome party lot present ill phone u get back load love nicky x x x x x x x x x
3882,0,58,plz tell an bslvyl sent via fullonsms com
3883,0,76,short cute good person dont try prove gud noon
3884,0,95,gumby special lt gt cheese pizza know doin tonight
3885,1,96,link picture sent also use http alto co uk wave wave asp
3886,0,29,like personal sized
3887,0,63,great aunt anniversary party tarpon spring
3888,0,53,cab available pick drop door step
3889,0,34,ok take care umma
3890,0,33,unlimited text limited minute
3891,1,151,double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout hf
3892,0,65,problem spending lot quality time together
3893,1,150,urgent nd attempt contact u prize yesterday still awaiting collection claim call acl pm
3894,0,30,heard week
3895,1,153,dear dave final notice collect tenerife holiday cash award call landline tc sae box cw wx ppm
3896,0,19,yes last practice
3897,1,120,tell u call claim prize u enter ur mobile personal detail prompt careful
3898,0,36,thank wonderful
3899,0,40,otherwise part time job na tuition
3900,0,62,mean confirmed tot juz say oni ok
3901,0,4,okie
3902,0,50,depends would like treated
3903,0,28,right brah see later
3904,0,57,waiting e car mum lor u leh reach home already
3905,1,128,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires
3906,1,145,want new video handset anytime network min half price line rental camcorder reply call delivery tomorrow
3907,0,32,went fast asleep dear take care
3908,0,38,mean fat head
3909,0,86,sound like plan cardiff still still cold sitting radiator
3910,0,37,serious like proper tongued
3911,0,116,good wondering wont say hi smiling coping long distance
3912,0,77,noe da car later c lar wearing short
3913,1,86,important customer service announcement call freephone
3914,0,17,yeah whatever lol
3915,0,156,today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
3916,0,37,ard lor ok message lor
3917,0,13,ok c u
3918,0,88,eh ur laptop got stock lei say mon muz come take look c got
3919,0,63,need ke qi bored izzit suddenly thk
3920,0,205,wish think gon na snow much flurry usually get melt hit ground eek snow since lt gt even born
3921,1,157,free ringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join wk
3922,0,112,thing change sentence want concentrate educational career im leaving
3923,0,78,oh really perform write paper go movie home midnight huh
3924,0,121,okay lor still let u go ah coz know later drop card box right
3925,0,25,izzit still raining
3926,0,46,enough trouble sleeping
3927,0,27,havent add yet right
3928,0,126,lol really need remember eat drinking appreciate keeping company night babe smile
3929,0,46,babe lost try rebooting
3930,0,23,yes nigh cant aha
3931,0,83,thk got ta go home urself co b going shopping frens present
3932,0,72,nooooooo gon na bored death day cable internet outage
3933,0,30,so amount get pls
3934,0,22,playin space poker u
3935,0,48,come guoyang go n tell u told
3936,0,24,need get
3937,0,46,r giving second chance rahul dengra
3938,0,86,yeah fact asked needed anything like hour ago much
3939,0,158,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention grow random
3940,0,30,wan go c doctor
3941,0,25,daddy bb
3942,1,100,free msg get gnarl barkley crazy ringtone totally free reply go message right
3943,0,35,borderline yeah whatever
3944,0,106,got call landline number asked come anna nagar go afternoon
3945,0,48,lor ya go dinner together
3946,0,60,gentle princess make sweet gentle love
3947,0,97,u doin baby girl hope u okay every time call ure phone miss u get touch
3948,0,36,sorry went bed early nightnight
3949,0,71,like think always possibility pub later
3950,0,83,hmm yeah grooved im looking forward pound special
3951,0,153,got video tape pple type message lor u free wan help hee co noe u wan watch infernal affair ask u along asking shuhui oso
3952,0,38,hi dude hw r u da realy mising u today
3953,0,82,hungry buy food good lei mum n yun dun wan juz buy little bit
3954,1,114,refused loan secured unsecured get credit call free text back help
3955,0,94,probably eat today think gon na pop weekend u miss
3956,0,52,knew u slept v late yest wake late
